question,answer,source_utterance,source_context,source_label
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: Alright! Definitely!

Target statement: ""Sarcasm? At a sarcasmoholics meeting?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Sarcasm? At a sarcasmoholics meeting?,"[""Alright! Definitely!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: It was being sarcastic, alright I see I see
  SCOTT: I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again
  MEMBER-BOY: Oh, we wouldn't bother.

Target statement: ""You got off to a really good start with the group.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,You got off to a really good start with the group.,"[""It was being sarcastic, alright I see I see"", ""I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again"", ""Oh, we wouldn't bother.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: My name's Scott and I am a sarcasmholic.
  MEMBER-GIRL: Nooo.

Target statement: ""We thought you were just here for the company. He is a sarcasmoholic Stewart.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,We thought you were just here for the company. He is a sarcasmoholic Stewart.,"[""My name's Scott and I am a sarcasmholic."", ""Nooo.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: I am having a bit of trouble telling when people are sarcastic.

Target statement: ""Noooo. Really?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Noooo. Really?,"[""I am having a bit of trouble telling when people are sarcastic.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: It was quite hard .. Was just being sarcastic!

Target statement: ""Nooo!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Nooo!,"[""It was quite hard .. Was just being sarcastic!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: No seriouslty.

Target statement: ""Sarcastic? Us? Nooo.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Sarcastic? Us? Nooo.,"[""No seriouslty.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MODERATOR: Scott scott come back. You have to realize that we are a bunch of people with severe problems.
  MODERATOR: We have been trying to help ourselves, just like you have been trying to help yourself.
  MODERATOR: That's why we need to help each other.
  MODERATOR: I mean, you seem like a decent guy.

Target statement: ""And I am sure every person here really really wants you to join our group.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,And I am sure every person here really really wants you to join our group.,"[""Scott scott come back. You have to realize that we are a bunch of people with severe problems."", ""We have been trying to help ourselves, just like you have been trying to help yourself."", ""That's why we need to help each other."", ""I mean, you seem like a decent guy.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: [nodding] - Was that sarcasm?

Target statement: ""Noo..""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Noo..,"[""[nodding] - Was that sarcasm?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: And the boots don't really go with it.

Target statement: ""You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?","[""And the boots don't really go with it.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: Oh wait stop! Stop! Stop!

Target statement: ""Oh I am sorry, do you need a break?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh I am sorry, do you need a break?","[""Oh wait stop! Stop! Stop!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: Can you give me a closer look so that I can see the price?

Target statement: ""I can see it from right here. It'll cost you one husband.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I can see it from right here. It'll cost you one husband.,"[""Can you give me a closer look so that I can see the price?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: I am sorry I think I can walk the rest of the way now just give me my boots.
  CHANDLER: I don't have your boots
  MONICA: Well I don't have them either, where are they?

Target statement: ""Well why don't you check in one of my saddle bags while I chew on a bale of hay.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,"[""I am sorry I think I can walk the rest of the way now just give me my boots."", ""I don't have your boots"", ""Well I don't have them either, where are they?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Hi Ben, and uh ..
  JOEY: I said ""a little bit"" Ross.

Target statement: ""Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!","[""Hi Ben, and uh .."", ""I said \""a little bit\"" Ross.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: The wheel or pick a Google card.

Target statement: ""Let me think! Let me think! Oh, I don't care.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Let me think! Let me think! Oh, I don't care.","[""The wheel or pick a Google card.""]",1
